application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_flagged,created_at,session_user_name,session_user_email
APP_0001,60,90328,20,58341,36,137549,house,2,457,32200,216004,0.356478611283319,0.4241470312397733,2.357672991549642,0.0179410961527798,0.873691608945172,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0002,30,115968,4,28807,12,183562,car,0,370,12383,130601,0.106779456401765,0.1569333522188679,6.372131773527046,0.0207003943599377,2.259133348261813,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0003,60,120490,21,80237,48,182782,land,1,377,30520,216940,0.2532990289650572,0.4389764856495692,2.2780263469471405,0.0138733850662447,0.954303514273684,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0004,26,140014,22,60576,48,150377,car,1,444,31579,208686,0.22554173154113,0.4028275600656988,2.48245179609082,0.0090133843756602,1.1480970510742563,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0005,43,124905,11,79463,72,46884,house,1,834,38832,297914,0.3108922781313774,1.6948852486988804,0.5900104451128123,0.0088359375346258,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0006,41,89713,27,65316,48,192431,car,2,393,26102,151706,0.2909500295386366,0.3394255603307142,2.946154081695098,0.0151678129142001,1.3799204941391858,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0007,34,86519,19,46646,36,112079,land,1,796,40525,109046,0.4683942255458284,0.4161885812685658,2.4027569352141147,0.0149761580945944,0.7457136869154758,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0008,21,54463,10,86791,12,112825,house,1,672,11080,162759,0.2034408681122927,0.7692532683359116,1.299961977624393,0.1327981075726729,0.2389374524958227,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0009,54,99949,0,50244,24,142667,house,0,807,35585,57228,0.3560315761038093,0.3521767472505881,2.8394833213915525,0.020945682297099,1.1845691752598653,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0010,35,42391,20,95243,36,155666,deposit,1,754,2292,42410,0.0540680804887817,0.6118420207367016,1.6344088279453437,0.0624103910928106,0.6001075603732171,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0011,50,141404,6,99496,36,190961,house,0,482,5139,160558,0.0363426777177446,0.521027853854973,1.9192831872637903,0.0195452588165892,0.8858739746577358,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0012,39,130630,22,60957,36,119816,car,0,755,43236,249367,0.3309806323202914,0.5087550911397434,1.965582295716621,0.0129621832653521,0.6459932569230714,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0013,37,39966,15,69086,36,125131,house,1,393,23751,164642,0.594280138117385,0.5521093893599464,1.8112352719798248,0.0480172035105389,0.3291342625019692,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0014,59,123244,14,29287,60,151141,house,2,460,31042,236757,0.2518743305962135,0.1937727023110857,5.160685628435648,0.0039605714408695,1.8094780103253745,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0015,25,39637,4,82390,12,56980,car,1,416,30170,61594,0.7611575043519752,1.4459459459459207,0.6915887850467205,0.1732177847153167,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0016,53,115153,21,68801,24,67080,land,0,373,34743,140323,0.3017116358236407,1.0256559332140571,0.974985828694336,0.0248947776715662,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0017,53,35963,4,90742,12,128091,house,0,349,12278,187801,0.3414064455134349,0.7084182339118228,1.4115955125520552,0.2102670336930448,0.27107415162239,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0018,37,86024,12,30365,24,20312,house,0,403,8913,110825,0.1036106202920103,1.4949291059471497,0.6689280421537734,0.0147076203533967,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0019,32,107232,25,79821,60,69534,house,0,366,2127,14096,0.0198354968666067,1.1479420139787564,0.8711241402638293,0.0124062779765164,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0020,21,116101,27,49676,12,145855,land,0,509,43238,31299,0.3724171195769168,0.3405848273970701,2.9361260971092094,0.035655736525281,1.2150795928861164,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0021,62,77326,29,22592,36,195416,deposit,0,339,11179,279023,0.1445697436825887,0.1156097760674657,8.649787535410383,0.0081157121219009,2.269602467829662,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0022,62,140202,28,21263,12,107743,house,0,333,28758,185489,0.2051183292677693,0.1973492477469515,5.067158914546157,0.0126383123387611,1.9140371128961544,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0023,31,121790,16,58406,72,84737,car,1,844,22744,86726,0.1867476804335316,0.6892620696979986,1.450826969831842,0.006660599757231,0.3666360789388911,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0024,22,51033,6,35347,60,92552,car,0,348,8117,85057,0.1590539454862508,0.3819150315498273,2.6183834554558345,0.0115438376473426,1.360973181555945,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0025,26,108903,25,14679,24,139602,car,1,340,20696,21472,0.1900406784018788,0.1051489233678593,9.510320866543394,0.0056162364670808,2.1743789128809508,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0026,23,116316,24,45578,24,112539,house,0,316,4160,283985,0.0357646411499704,0.4049973786864961,2.4691517837552666,0.0163269312326265,1.4166080974144502,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0027,57,66704,29,67027,12,12459,house,0,372,8833,41392,0.1324208443271748,5.379805762901888,0.1858803168872217,0.0837368573528991,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0028,60,117278,19,35300,36,111534,land,0,590,6984,230242,0.0595508108937732,0.3164954184374243,3.1596033994333386,0.0083609505237837,1.9284039884427453,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0029,27,137295,4,95758,60,84811,car,0,754,41220,79672,0.3002294329727936,1.1290752378818651,0.8856805697696183,0.011624361168579,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0030,53,127139,15,79057,48,142553,car,2,704,28370,107331,0.2231416009249701,0.554579700181683,1.803167334960828,0.0129544894430427,0.6239472900270424,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0031,28,120316,13,53709,72,176020,car,0,619,46284,89432,0.3846869909238972,0.3051300988524014,3.277290584445749,0.0061999927966601,1.2826874693746286,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0032,37,104312,25,93792,36,192790,deposit,0,346,21799,249111,0.2089788327325695,0.4864982623580036,2.055505800068214,0.0249763529916111,0.8349274300275144,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0033,47,58816,11,46132,24,125163,land,1,725,10067,19514,0.1711609085962974,0.3685753777074665,2.713149223965952,0.0326810165020835,1.4199250462309223,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0034,52,124402,9,18268,36,77611,car,2,320,30429,112163,0.2446021768138756,0.2353790055533334,4.248467265162894,0.0040790698254878,1.732779104302265,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0035,59,70524,2,8405,24,93237,house,0,647,46478,91012,0.6590380579660731,0.090146615613972,11.09303985722652,0.0049658036032944,0.9306761307192032,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0036,22,91524,25,94112,72,41880,deposit,0,525,26629,89157,0.2909510073860376,2.247182425978934,0.4450017001020013,0.0142816213353103,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0037,29,64304,22,96178,24,187699,deposit,0,785,893,65953,0.0138871609853195,0.5124055002956834,1.951579363263928,0.0623198660503176,0.9383646274559894,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0038,33,64127,1,75228,36,170683,house,0,469,15181,274609,0.2367333572442148,0.4407468816460899,2.2688759504439533,0.032586378071773,0.9684906867689268,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0039,34,44701,13,14785,48,171965,deposit,0,651,46248,119800,1.0346077268964669,0.0859767976041631,11.631044978017474,0.0068906922289637,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0040,64,145162,14,32896,12,70999,land,0,541,25917,131279,0.1785384604786364,0.463330469443225,2.158286721789818,0.018884648414219,0.951487993688654,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0041,55,43472,14,8902,36,69865,house,1,587,47596,121698,1.0948656606551093,0.1274171616689311,7.84823635138083,0.0056882079906814,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0042,35,35782,27,9868,36,172469,deposit,0,816,25463,294263,0.7116147783801713,0.0572160794113721,17.477604377785013,0.0076605866386308,0.8156548496356872,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0043,63,142015,4,28376,24,112553,house,0,692,602,108312,0.004238988839207,0.2521123381873406,3.966485762616156,0.0083254116345742,2.2341521230837644,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0044,42,94376,9,59353,12,143293,house,0,528,43652,109089,0.4625328473340631,0.4142072536690528,2.414250332754833,0.05240827469824,0.7601130995026065,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0045,43,79738,5,11225,12,102046,house,1,546,38150,105097,0.4784418972133678,0.1099994120298678,9.090957683740838,0.0117311277758246,1.3925610544220683,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0046,40,117186,7,98537,12,93011,car,0,687,35762,104820,0.3051729728807169,1.0594123275741465,0.9439195429128048,0.0700716524668673,0.0,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0047,27,72914,27,48236,36,129382,land,1,490,48510,36022,0.665304331129815,0.3728184755220944,2.682270503358432,0.0183762910943255,0.5630486513421428,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0048,62,40990,28,30065,12,164092,car,1,392,9809,185239,0.2393022688460541,0.1832203885625126,5.457907866289524,0.0611226315310519,1.8639671918198943,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0049,21,116210,1,54028,72,72149,house,0,557,45295,17309,0.389768522502363,0.7488392077506167,1.3354001628784828,0.0064571800092802,0.2046717369463044,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0050,28,46999,18,80064,24,163355,house,0,337,11631,75526,0.2474733504968138,0.4901227388203576,2.0403052557953383,0.0709802336190329,0.7828574286042348,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
APP_0051,31,94124,6,34694,48,54887,deposit,0,393,48535,68613,0.5156495686541104,0.63209867546048,1.5820314751829834,0.0076791431160129,0.2819071960617851,False,2025-10-19 16:05:58,dzoan nguyen,dzoannguyen@gmail.com
