application_id,customer_name,email,phone,address,national_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_user_name,session_user_email,session_flagged,created_at
APP_0001,Bao Tran,emma.tran@gmail.com,+1-202-555-1000,"21 Königstr, Berlin, DE",18032585,54,79212,9,56765,72,106895,car,0,538,6715,117600,0.08477250921577431,0.5310351279292714,1.8831145952611315,0.009953072486073041,0.808250755095797,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0002,Chris Do,felix.nguyen@gmail.com,+1-202-555-1001,"44 Maple Dr, Los Angeles, CA",79656043,63,42987,15,15505,48,146373,deposit,0,383,41958,216054,0.976062530532464,0.10592800584807235,9.440374072879107,0.007514384193514231,0.06420546318537253,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0003,Julia Ngo,duy.le@gmail.com,+1-202-555-1002,"8 Rue Lafayette, Paris, FR",49499059,32,141796,29,42138,60,62668,house,0,733,11726,144601,0.08269626787779569,0.6724005872215378,1.4872086952394161,0.004952890067338219,0.4469183544655423,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0004,Chris Do,giang.ho@gmail.com,+1-202-555-1003,"14 High St, London, UK",48971370,55,26742,25,99718,48,192936,car,0,647,6916,17707,0.258619400194441,0.5168449641331814,1.9348161816321834,0.07768522673285376,0.6930545814464217,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0005,Chris Do,julia.ngo@gmail.com,+1-202-555-1004,"21 Königstr, Berlin, DE",87273811,32,46784,25,9196,24,127686,house,0,573,34994,163849,0.7479907660738555,0.07202042510533596,13.884949978249903,0.008190121978682739,0.7015782653049405,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0006,Giang Ho,ivan.pham@gmail.com,+1-202-555-1005,"22 Bay St, Toronto, CA",17735107,52,53707,13,88524,60,158144,land,0,516,38716,24343,0.7208743739177255,0.5597683124241163,1.7864533911707356,0.02747127934860228,0.21951929519506447,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0007,Hanh Vo,felix.nguyen@gmail.com,+1-202-555-1006,"55 Nguyen Hue, Ho Chi Minh",72763121,55,59912,23,70027,24,96461,car,2,384,30245,279977,0.5048237414875066,0.7259617876654738,1.3774829708540794,0.04870128966726271,0.1869206051597159,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0008,Hanh Vo,chris.do@gmail.com,+1-202-555-1007,"19 Pine Ave, San Jose, CA",18475961,40,41477,11,31971,24,174425,deposit,0,807,5785,184451,0.1394748896979015,0.18329367923176046,5.455725501235324,0.03211719748160336,2.1083888902905312,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0009,Chris Do,alice.nguyen@gmail.com,+1-202-555-1008,"8 Rue Lafayette, Paris, FR",57383107,53,27245,20,78908,48,22242,land,0,656,5767,117889,0.21167186639749636,3.547702544735026,0.28187256045014086,0.06033828836969566,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0010,Alice Nguyen,alice.nguyen@gmail.com,+1-202-555-1009,"19 Pine Ave, San Jose, CA",97806010,32,109707,19,84505,72,29907,deposit,2,475,19503,150995,0.17777352402307803,2.825592670612137,0.3539080527779379,0.010698319665465682,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0011,Emma Tran,chris.do@gmail.com,+1-202-555-1010,"19 Pine Ave, San Jose, CA",76217712,24,146163,7,9105,36,105366,land,0,527,22530,189562,0.15414297736089055,0.0864130744262847,11.572322899504494,0.0017303740800314684,2.3182917503634015,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0012,Chris Do,chris.do@gmail.com,+1-202-555-1011,"78 Oak St, Chicago, IL",78502572,25,40229,7,15109,36,148623,car,0,699,49930,85453,1.241144448034969,0.10165990459080963,9.836719835858771,0.010432634279568866,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0013,Felix Nguyen,julia.ngo@gmail.com,+1-202-555-1012,"14 High St, London, UK",74572954,40,62066,1,68246,12,163370,deposit,1,695,14323,93634,0.230770470144681,0.4177388749464381,2.393839932010632,0.09163095198969878,1.072182835594124,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0014,Emma Tran,ivan.pham@gmail.com,+1-202-555-1013,"21 Königstr, Berlin, DE",80745786,60,88291,4,99914,12,92497,car,1,553,9629,131410,0.10905981357103091,1.0801863844232669,0.9257661588966418,0.09430368515446337,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0015,Emma Tran,felix.nguyen@gmail.com,+1-202-555-1014,"44 Maple Dr, Los Angeles, CA",56190391,26,140937,13,7276,12,132737,deposit,0,466,47295,84985,0.3355754698907999,0.05481516080670759,18.24312809235593,0.004302158647358758,1.8840119779420297,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0016,Bao Tran,julia.ngo@gmail.com,+1-202-555-1015,"23 Elm St, Boston, MA",21530226,41,111782,14,68240,12,114195,deposit,0,662,7698,229793,0.06886618596911784,0.597574324620162,1.6734320046893072,0.050872829849105634,0.6270553110168393,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0017,Duy Le,chris.do@gmail.com,+1-202-555-1016,"14 High St, London, UK",85577339,51,120773,4,17969,72,192612,land,0,662,1320,40106,0.010929595190978025,0.09329117604302903,10.719127386053163,0.0020664340907402823,2.6903965906651006,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0018,Bao Tran,alice.nguyen@gmail.com,+1-202-555-1017,"14 High St, London, UK",50534733,29,97639,12,66761,72,133587,land,0,629,21140,249717,0.21651184465223713,0.499756712853792,2.000973622324381,0.009496575252698442,0.784250976906715,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0019,Hanh Vo,giang.ho@gmail.com,+1-202-555-1018,"14 High St, London, UK",55031671,52,77129,18,64214,60,88034,car,0,340,20054,111072,0.26000596403427684,0.7294227230388176,1.3709471454822724,0.013875887582044137,0.27449867531541083,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0020,Bao Tran,hanh.vo@gmail.com,+1-202-555-1019,"19 Pine Ave, San Jose, CA",43371821,34,49971,6,13591,12,194204,deposit,0,560,30983,172754,0.620019611374585,0.06998311054355179,14.289161945403995,0.022664812255886988,1.0601645372515827,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0021,Hanh Vo,felix.nguyen@gmail.com,+1-202-555-1020,"22 Bay St, Toronto, CA",26429467,56,133039,10,69669,12,28592,land,0,637,43886,55749,0.3298731950781325,2.436660604364772,0.4103977378748021,0.043639459102339496,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0022,Emma Tran,chris.do@gmail.com,+1-202-555-1021,"14 High St, London, UK",93408848,46,125515,11,90218,24,197038,deposit,1,822,46645,121757,0.3716288889774101,0.45787107055491605,2.1840209270876967,0.029949275649736484,0.744004545428103,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0023,Felix Nguyen,julia.ngo@gmail.com,+1-202-555-1022,"14 High St, London, UK",80341070,45,28137,15,87027,48,37570,car,0,589,14481,228833,0.514660411557717,2.3163960606866567,0.43170510301400217,0.0644369513438591,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0024,Felix Nguyen,giang.ho@gmail.com,+1-202-555-1023,"55 Nguyen Hue, Ho Chi Minh",67947860,28,114425,10,7754,36,63339,deposit,0,488,49041,88502,0.42858641031242795,0.1224206255229776,8.168558163527447,0.0018823586531169238,1.5043823418170683,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0025,Duy Le,chris.do@gmail.com,+1-202-555-1024,"44 Maple Dr, Los Angeles, CA",46217292,41,35548,22,28362,36,165722,car,0,605,31633,48360,0.8898672217846043,0.17114203304328834,5.843099922431216,0.02216252203531639,0.2738532919407219,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0026,Felix Nguyen,hanh.vo@gmail.com,+1-202-555-1025,"21 Königstr, Berlin, DE",84048544,58,117373,9,27878,24,148880,house,1,397,3482,161356,0.029666107196714493,0.18725147770015996,5.340411794246167,0.009896512258227396,2.3659123125399653,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0027,Chris Do,giang.ho@gmail.com,+1-202-555-1026,"21 Königstr, Berlin, DE",59088620,21,128244,13,48062,60,194308,house,0,349,46922,57122,0.3658806649823745,0.247349568725939,4.042861304148724,0.006246166162315403,1.4318105729407098,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0028,Julia Ngo,bao.tran@gmail.com,+1-202-555-1027,"10 Broadway, New York, NY",49907277,54,41382,11,18587,24,151996,land,0,672,6899,101277,0.16671499685853353,0.12228611279244112,8.17754344434238,0.01871485992221366,2.1941574577771785,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0029,Felix Nguyen,alice.nguyen@gmail.com,+1-202-555-1028,"55 Nguyen Hue, Ho Chi Minh",50541359,42,79229,5,86162,12,130305,car,0,842,29429,140633,0.371442274924581,0.6612332604274536,1.5123256191824526,0.09062548645152947,0.32202622569119005,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0030,Bao Tran,giang.ho@gmail.com,+1-202-555-1029,"8 Rue Lafayette, Paris, FR",30451484,52,40469,20,78792,60,74526,house,0,765,39536,173587,0.9769453161679069,1.0572417679735788,0.9458574474565825,0.03244952926877563,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0031,Hanh Vo,duy.le@gmail.com,+1-202-555-1030,"78 Oak St, Chicago, IL",18292232,50,95910,7,81793,72,8904,car,0,621,12471,195419,0.13002815139192858,9.186096136566803,0.10886017140830989,0.011844582305005723,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0032,Duy Le,felix.nguyen@gmail.com,+1-202-555-1031,"10 Broadway, New York, NY",59912630,40,140945,8,23829,12,31782,land,1,322,13531,206229,0.09600198659051336,0.7497640173682981,1.3337529900540797,0.014088828974667473,0.3017120399784306,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0033,Ivan Pham,emma.tran@gmail.com,+1-202-555-1032,"19 Pine Ave, San Jose, CA",15743552,34,35108,23,6384,36,65173,car,0,843,23808,254843,0.6781360373703806,0.09795467448176243,10.208803258143764,0.005051080475344719,0.8710076488284746,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0034,Duy Le,bao.tran@gmail.com,+1-202-555-1033,"78 Oak St, Chicago, IL",87246215,48,74697,28,91510,60,15861,deposit,1,547,44242,29162,0.5922861694579354,5.769497509614414,0.17332531963719622,0.020418044454813804,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0035,Alice Nguyen,alice.nguyen@gmail.com,+1-202-555-1034,"19 Pine Ave, San Jose, CA",84486804,27,146640,20,32446,60,105570,deposit,2,459,11180,115073,0.07624113475177254,0.3073411006914814,3.253713863033864,0.0036877159482927597,1.91954939648797,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0036,Hanh Vo,felix.nguyen@gmail.com,+1-202-555-1035,"78 Oak St, Chicago, IL",34908372,46,62618,27,67345,72,157249,land,0,790,33172,10309,0.5297518285476935,0.42826981411646226,2.334976612963066,0.014937353831313942,0.6277703111774852,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0037,Ivan Pham,duy.le@gmail.com,+1-202-555-1036,"19 Pine Ave, San Jose, CA",66849795,25,41527,25,91396,36,192944,deposit,0,710,22629,12738,0.5449225804897887,0.47369184841197204,2.1110770712065943,0.06113559317328956,0.5056260864416674,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0038,Hanh Vo,felix.nguyen@gmail.com,+1-202-555-1037,"10 Broadway, New York, NY",24870616,49,86073,14,8435,36,102022,car,0,712,5592,71560,0.06496810846606874,0.08267824586853735,12.095080023709295,0.0027221725227312204,2.5731752847322964,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0039,Giang Ho,ivan.pham@gmail.com,+1-202-555-1038,"19 Pine Ave, San Jose, CA",78227895,48,88546,23,5519,60,176000,house,1,452,35543,183461,0.4014071781898629,0.03135795454545437,31.889835115051294,0.0010388197471574011,1.7394665259377384,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0040,Giang Ho,felix.nguyen@gmail.com,+1-202-555-1039,"78 Oak St, Chicago, IL",73047066,24,107858,9,5515,12,197223,house,0,845,41626,269408,0.3859333568210018,0.02796327000400548,35.761196736167584,0.004261003664957912,1.7906859955059917,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0041,Giang Ho,duy.le@gmail.com,+1-202-555-1040,"8 Rue Lafayette, Paris, FR",41907336,54,64217,13,19850,24,173087,deposit,0,549,28781,234326,0.44818350281077524,0.1146822118356658,8.719748110830794,0.012879507502668431,1.4655988822924648,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0042,Duy Le,bao.tran@gmail.com,+1-202-555-1041,"10 Broadway, New York, NY",16112800,39,144452,16,9907,48,97274,deposit,0,592,8817,197424,0.06103757649599825,0.10184633098258422,9.818714040576378,0.001428819492489076,2.529997637218811,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0043,Felix Nguyen,alice.nguyen@gmail.com,+1-202-555-1042,"21 Königstr, Berlin, DE",97362821,55,90127,28,82898,60,70449,land,1,713,7786,235667,0.08638920634216066,1.1767093926102403,0.8498274988540031,0.015329849360461247,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0044,Giang Ho,alice.nguyen@gmail.com,+1-202-555-1043,"22 Bay St, Toronto, CA",50111873,22,60805,25,62562,12,195760,house,0,662,21174,59868,0.34822794178109784,0.31958520637515164,3.1290559764712906,0.08574130416191852,1.330426051450371,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0045,Ivan Pham,julia.ngo@gmail.com,+1-202-555-1044,"10 Broadway, New York, NY",90380900,28,145035,14,98104,48,54447,car,0,394,25320,253552,0.17457855000516997,1.8018256285929106,0.5549926608497048,0.014092000781126898,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0046,Felix Nguyen,felix.nguyen@gmail.com,+1-202-555-1045,"22 Bay St, Toronto, CA",71012710,42,140601,19,81140,36,87022,house,0,466,27609,268176,0.196364179486631,0.9324078968536584,1.0724919891545344,0.016030390173798658,0.05825715918486973,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0047,Ivan Pham,alice.nguyen@gmail.com,+1-202-555-1046,"14 High St, London, UK",80054513,29,87395,6,96502,48,22213,house,2,498,12182,37565,0.13939012529320738,4.344392923062876,0.23018175789102577,0.02300427179233853,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0048,Duy Le,ivan.pham@gmail.com,+1-202-555-1047,"78 Oak St, Chicago, IL",78390948,35,28107,24,27662,72,160386,house,0,821,25038,146287,0.8908101184757928,0.1724714127168196,5.798062323765245,0.013668995070234984,0.271073245210035,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0049,Emma Tran,duy.le@gmail.com,+1-202-555-1048,"14 High St, London, UK",27517483,50,99617,16,32340,12,132768,land,0,692,14753,250710,0.14809721232319636,0.24358279103398228,4.1053803339516355,0.02705361534452342,1.9331817868945733,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0050,Felix Nguyen,hanh.vo@gmail.com,+1-202-555-1049,"10 Broadway, New York, NY",42751542,27,94399,15,85693,72,24285,house,1,501,34308,148066,0.3634360533480189,3.5286390776197845,0.2833953765184988,0.01260797842709152,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0051,Bao Tran,felix.nguyen@gmail.com,+1-202-555-1050,"19 Pine Ave, San Jose, CA",52004889,50,43526,22,28263,36,50610,deposit,1,704,39823,253737,0.9149244129945111,0.5584469472436168,1.7906803948624777,0.0180371119172795,0.06726759872666173,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0052,Giang Ho,ivan.pham@gmail.com,+1-202-555-1051,"10 Broadway, New York, NY",54801238,25,104246,18,10437,60,114648,car,0,706,32634,281307,0.3130479826564059,0.09103516851580411,10.984765737279774,0.0016686491567743525,1.8732456740473453,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0053,Giang Ho,chris.do@gmail.com,+1-202-555-1052,"78 Oak St, Chicago, IL",13942338,28,130099,2,68567,36,111759,car,0,516,62,147652,0.0004765601580334939,0.6135255326192913,1.6299240159260047,0.014639919513877645,0.6296238192374495,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0054,Giang Ho,bao.tran@gmail.com,+1-202-555-1053,"21 Königstr, Berlin, DE",59191254,46,38237,8,81091,24,161995,land,1,521,49602,27251,1.2972252007217802,0.5005771783079694,1.9976939487735752,0.08836445501806615,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0055,Hanh Vo,felix.nguyen@gmail.com,+1-202-555-1054,"55 Nguyen Hue, Ho Chi Minh",23886054,55,115415,5,96978,60,59090,deposit,1,791,1188,108615,0.010293289433782347,1.641191402944633,0.6093134525356203,0.01400424554843866,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0056,Julia Ngo,hanh.vo@gmail.com,+1-202-555-1055,"19 Pine Ave, San Jose, CA",76903830,28,42542,22,93140,60,185542,car,0,609,49971,72401,1.174627427013277,0.5019887680417345,1.99207644406268,0.03648943005282838,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0057,Chris Do,duy.le@gmail.com,+1-202-555-1056,"22 Bay St, Toronto, CA",71474405,34,118603,1,16421,12,93338,house,0,382,1588,147493,0.013389206006593312,0.17593048918982432,5.684063089945455,0.01153779134214666,2.4391076230985567,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0058,Giang Ho,hanh.vo@gmail.com,+1-202-555-1057,"55 Nguyen Hue, Ho Chi Minh",93027504,61,77389,6,78350,60,165935,house,1,695,25822,179873,0.33366499114860854,0.4721728387621631,2.1178685386087794,0.01687362975760835,0.7448749425685857,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0059,Giang Ho,hanh.vo@gmail.com,+1-202-555-1058,"21 Königstr, Berlin, DE",77028593,64,25813,17,85382,60,53769,deposit,1,624,5298,144530,0.20524541897492715,1.5879410068998572,0.629746316553833,0.055128552795473636,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0060,Ivan Pham,felix.nguyen@gmail.com,+1-202-555-1059,"14 High St, London, UK",42997838,46,145778,20,71321,36,15098,house,1,579,4759,66691,0.03264552950376578,4.723870711352184,0.2116908063543667,0.013590108856163784,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0061,Giang Ho,felix.nguyen@gmail.com,+1-202-555-1060,"44 Maple Dr, Los Angeles, CA",97075874,40,45746,15,82880,72,18570,land,0,698,34169,97337,0.746928693219063,4.463112547118769,0.2240588803088776,0.02516309865551301,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0062,Alice Nguyen,chris.do@gmail.com,+1-202-555-1061,"10 Broadway, New York, NY",46976531,36,99505,25,84608,48,79558,car,0,798,36392,207062,0.3657303653082723,1.063475703260501,0.9403129727685213,0.017714352712224782,0.0,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
APP_0063,Alice Nguyen,bao.tran@gmail.com,+1-202-555-1062,"19 Pine Ave, San Jose, CA",39324281,47,47683,27,47422,36,191005,deposit,1,481,5911,17825,0.1239645156554721,0.24827622313551873,4.027771920205727,0.02762573197452256,1.9756101088763214,dzoannguyen@gmail.com,dzoan@gmail.com,False,2025-10-19 22:31:07
