application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_user_name,session_user_email,session_flagged,created_at
APP_0001,24,129092,10,39549,72,29835,land,0,302,40415,149118,0.31307129798902866,1.3255907491201164,0.7543806417355495,0.0042550403329333596,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0002,55,49988,27,83497,60,133170,deposit,0,323,36835,146104,0.7368768504440919,0.626995569572722,1.5949076014706924,0.02783901469639604,0.15653396179372467,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0003,49,125612,14,5942,24,192822,land,0,420,27915,276490,0.2222319523612376,0.030815985727769495,32.45069000336041,0.0019710165694600467,2.2614010757496334,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0004,40,25920,20,90135,72,174558,house,0,786,44320,53695,1.7098765432098106,0.5163613240298325,1.9366283907471908,0.0482976466042656,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0005,40,124605,13,56568,36,60622,deposit,0,552,6413,98839,0.0514666345652257,0.9331265877074176,1.0716659595530853,0.01261051589655048,0.06797755380203273,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0006,58,123365,7,18323,48,95148,land,0,690,46052,62468,0.37329874761885157,0.19257367469626063,5.192817770015544,0.0030943068670912406,1.518045267820086,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0007,24,122545,22,33707,36,109955,car,1,526,42511,80784,0.34690113835733527,0.3065526806420781,3.262082060106113,0.007640503941650329,1.3586689646454486,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0008,51,108106,29,57633,12,55585,land,1,395,25181,273060,0.23292879211144402,1.0368444724295938,0.9644648031509558,0.044426303809221745,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0009,29,83945,7,34990,72,59588,deposit,0,504,36669,282809,0.43682172851271145,0.5871987648519738,1.7030008573877766,0.005789174128482539,0.3959148077177554,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0010,25,113145,23,15314,12,53439,deposit,0,350,26013,22948,0.22990852445976198,0.28656973371507166,3.489552043881188,0.011279037222681587,1.6482196993752765,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0011,44,59640,7,68268,24,198959,deposit,1,723,13438,193306,0.2253185781354758,0.34312597067737405,2.91438155504771,0.047694500333357336,1.483035825055594,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0012,63,122591,21,68862,24,151234,car,0,400,39993,77527,0.32623112626538386,0.45533411798933804,2.1961894804100637,0.023405062360861924,0.8059552389890985,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0013,53,94455,23,16293,24,169444,deposit,0,507,12296,65842,0.13017839182679444,0.09615566204763759,10.399803596635953,0.0071872849502059855,2.3585500067279104,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0014,54,82364,13,31717,12,164781,car,0,839,15722,94697,0.19088436695643496,0.1924797155011792,5.195352649998259,0.03209027406528391,1.9601318585633494,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0015,52,88200,22,28167,12,192155,land,0,625,25964,66372,0.29437641723355673,0.14658478832192687,6.821990272304228,0.026612811789165185,1.8065696977549934,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0016,55,96092,8,67645,60,28213,land,0,552,41869,152157,0.4357178537235104,2.397653563959792,0.41707443270011946,0.011732679792780507,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0017,43,29657,2,74378,72,177273,house,1,598,19196,298727,0.6472670870283357,0.4195675596396495,2.383406383608024,0.034832510967508355,0.48797296351366065,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0018,26,42474,2,74064,12,20779,car,0,731,24707,180069,0.5816970381880543,3.564367871408462,0.2805546554331351,0.1453124264134652,0.0,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
APP_0019,57,55685,13,94182,24,99280,house,0,439,2083,219740,0.03740684205800418,0.9486502820306109,1.0541292391327317,0.07047229953912938,0.052104435233793725,dzoan nguyen,dzoannguyen@gmail.com,False,2025-10-19 14:41:57
