application_id,customer_name,email,phone,address,national_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,current_loans,customer_type,DTI,LTV,CCR,ITI,CWI,currency_code,session_user_name,session_user_email,session_flagged,created_at
APP_0001,Emma Tran,felix.nguyen@gmail.com,+1-202-555-1000,"19 Pine Ave, San Jose, CA",99822506,26,3355320000.0,26,1856064000.0,24,1653432000.0,car,0,552,675192000.0,679272000.0,4,bank,0.20123028503987556,1.1225523638105304,0.8908270404468696,0.023048770310067926,0.0,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0002,Duy Le,ivan.pham@gmail.com,+1-202-555-1001,"78 Oak St, Chicago, IL",79966434,57,2814672000.0,3,1603992000.0,24,764184000.0,real_estate,0,511,909792000.0,1438152000.0,3,bank,0.3232319787172332,2.0989604597844886,0.47642631634072274,0.023744507351909822,0.0,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0003,Chris Do,emma.tran@gmail.com,+1-202-555-1002,"14 High St, London, UK",38837550,44,2943864000.0,27,2179584000.0,12,4293192000.0,real_estate,0,755,906624000.0,6982512000.0,1,bank,0.3079707486487122,0.507683793317417,1.9697300035235863,0.06169850237132644,0.6710815283513206,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0004,Ivan Pham,hanh.vo@gmail.com,+1-202-555-1003,"23 Elm St, Boston, MA",97464377,35,2234688000.0,25,1294368000.0,36,873696000.0,real_estate,0,504,638904000.0,2249904000.0,2,bank,0.28590299853939033,1.481485551038307,0.6749981458132338,0.016089345208667852,0.0,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0005,Emma Tran,giang.ho@gmail.com,+1-202-555-1004,"19 Pine Ave, San Jose, CA",54937628,43,931752000.0,15,1763184000.0,72,2928360000.0,car,1,690,308904000.0,2402136000.0,2,non-bank,0.3315302784431824,0.6021062984059288,1.6608363052296073,0.026282387015349486,0.44174906095148636,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0006,Ivan Pham,bao.tran@gmail.com,+1-202-555-1005,"14 High St, London, UK",55066706,63,1772760000.0,22,769176000.0,12,1280760000.0,real_estate,0,555,631416000.0,5747256000.0,3,bank,0.3561768090435205,0.6005621662137993,1.6651065555867057,0.0361571786336885,0.4282110249439382,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0007,Alice Nguyen,bao.tran@gmail.com,+1-202-555-1006,"14 High St, London, UK",49032895,58,3591096000.0,15,2316120000.0,24,772728000.0,deposit,1,314,992136000.0,1557960000.0,4,bank,0.27627665759979503,2.997328943690313,0.33363038184549676,0.026873411347393194,0.0,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0008,Alice Nguyen,ivan.pham@gmail.com,+1-202-555-1007,"19 Pine Ave, San Jose, CA",22950775,57,732504000.0,8,1541256000.0,12,3769704000.0,real_estate,0,591,1164768000.0,3814224000.0,1,bank,1.5901182792175357,0.40885332110955935,2.4458649309394036,0.17534102201393115,0.0,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0009,Felix Nguyen,emma.tran@gmail.com,+1-202-555-1008,"14 High St, London, UK",94093522,41,3237600000.0,23,1902960000.0,48,854232000.0,land,0,327,1113000000.0,2230872000.0,2,non-bank,0.34377316530763274,2.2276852190036744,0.4488964560474152,0.012245181615756663,0.0,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
APP_0010,Felix Nguyen,hanh.vo@gmail.com,+1-202-555-1009,"14 High St, London, UK",11254265,55,2653464000.0,7,1170480000.0,24,3280392000.0,land,0,812,217752000.0,1617624000.0,0,bank,0.08206329537540288,0.3568110152689043,2.8026040598728152,0.018379748132240525,1.6546764304625972,VND,dzoan nguyen,dzoan,False,2025-10-23 18:11:33
